column_1,column_2,column_3,column_4
meta-llama/Llama-3.2-1B,"Today, in 1957, literature", was,"[('was', 9.53298568725586, 0.6924384773871093), ('will', 7.347235679626465, 0.07782551900416854), ('is', 8.358939170837402, 0.21404213247724208), ('were', 4.890338897705078, 0.006669684805380664), ('are', 5.19267463684082, 0.009024186326099476)]"
meta-llama/Llama-3.2-1B,"Today, in 1958, literature", was,"[('was', 9.477846145629883, 0.6858480807460344), ('will', 7.333577632904053, 0.08034964177261368), ('is', 8.326690673828125, 0.21691393777541756), ('were', 4.891754627227783, 0.006990587687385945), ('are', 5.239497661590576, 0.009897752018548242)]"
meta-llama/Llama-3.2-1B,"Today, in 1959, literature", was,"[('was', 9.469804763793945, 0.6667764025060631), ('will', 7.504652976989746, 0.09343845406697925), ('is', 8.374656677246094, 0.22303008541596478), ('were', 4.906142711639404, 0.006950354802081119), ('are', 5.2502121925354, 0.009804703208911735)]"
meta-llama/Llama-3.2-1B,"Today, in 1960, literature", was,"[('was', 9.557764053344727, 0.6480214277288916), ('will', 7.708002090454102, 0.10191731022134932), ('is', 8.531339645385742, 0.23217684757877013), ('were', 4.965190410614014, 0.006562358859467521), ('are', 5.510592937469482, 0.011322055611521487)]"
meta-llama/Llama-3.2-1B,"Today, in 1961, literature", was,"[('was', 9.534016609191895, 0.6721395048796699), ('will', 7.536614418029785, 0.09120080505173551), ('is', 8.416841506958008, 0.2199259311979536), ('were', 4.948763847351074, 0.006856610021834738), ('are', 5.313774585723877, 0.009877148848806338)]"
meta-llama/Llama-3.2-1B,"Today, in 1962, literature", was,"[('was', 9.570734024047852, 0.6763391366181182), ('will', 7.535591125488281, 0.0883716956192827), ('is', 8.443896293640137, 0.21917202006179473), ('were', 4.965251922607422, 0.006761282088879051), ('are', 5.290042877197266, 0.009355865611925314)]"
meta-llama/Llama-3.2-1B,"Today, in 1963, literature", was,"[('was', 9.594011306762695, 0.7032098887101135), ('will', 7.443629741668701, 0.08188156251688876), ('is', 8.33962631225586, 0.200591482440183), ('were', 4.873902797698975, 0.006268561482236617), ('are', 5.123842239379883, 0.008048504850578167)]"
meta-llama/Llama-3.2-1B,"Today, in 1964, literature", was,"[('was', 9.53826904296875, 0.6745056213180958), ('will', 7.543909549713135, 0.09180075448738491), ('is', 8.40043830871582, 0.21618818936137943), ('were', 5.0284833908081055, 0.00742011352928136), ('are', 5.335370063781738, 0.010085321303858587)]"
meta-llama/Llama-3.2-1B,"Today, in 1965, literature", was,"[('was', 9.546636581420898, 0.6641243366832199), ('will', 7.689053535461426, 0.10363616376739689), ('is', 8.428678512573242, 0.21713327100867102), ('were', 4.873058795928955, 0.0062021226756406225), ('are', 5.234679698944092, 0.008904105865071489)]"
meta-llama/Llama-3.2-1B,"Today, in 1966, literature", was,"[('was', 9.484285354614258, 0.6494973204673964), ('will', 7.67246150970459, 0.10609923820910629), ('is', 8.436695098876953, 0.22783198623573409), ('were', 4.935905456542969, 0.006874499304743121), ('are', 5.279898643493652, 0.009696955783020012)]"
meta-llama/Llama-3.2-1B,"Today, in 1967, literature", was,"[('was', 9.727556228637695, 0.6907844979927075), ('will', 7.695415496826172, 0.09053053286683133), ('is', 8.517391204833984, 0.2059560675155669), ('were', 4.933911323547363, 0.005721225325935953), ('are', 5.136734485626221, 0.007007676298958453)]"
meta-llama/Llama-3.2-1B,"Today, in 1968, literature", was,"[('was', 9.68899917602539, 0.6964428210363469), ('will', 7.602994918823242, 0.08648590372493306), ('is', 8.456496238708496, 0.20305619386940774), ('were', 4.973028659820557, 0.006233981283020364), ('are', 5.194711208343506, 0.007781100086292031)]"
meta-llama/Llama-3.2-1B,"Today, in 1969, literature", was,"[('was', 9.530374526977539, 0.6479899387565304), ('will', 7.734649181365967, 0.10757086331359428), ('is', 8.491157531738281, 0.22921448350053297), ('were', 4.946226119995117, 0.006617560269287404), ('are', 5.20909309387207, 0.008607154160054782)]"
meta-llama/Llama-3.2-1B,"Today, in 1970, literature", was,"[('was', 9.391475677490234, 0.625694766799315), ('will', 7.76479434967041, 0.12299962805144156), ('is', 8.40265941619873, 0.2327689656539291), ('were', 4.89478874206543, 0.006973907773207552), ('are', 5.400400161743164, 0.01156273172210671)]"
meta-llama/Llama-3.2-1B,"Today, in 1971, literature", was,"[('was', 9.359748840332031, 0.6439573401011596), ('will', 7.673938751220703, 0.11932160284508715), ('is', 8.281990051269531, 0.21917570032971553), ('were', 4.887548923492432, 0.007355384021476207), ('are', 5.213520526885986, 0.010189972702561452)]"
meta-llama/Llama-3.2-1B,"Today, in 1972, literature", was,"[('was', 9.344171524047852, 0.6526558978383452), ('will', 7.562613487243652, 0.10989133322502175), ('is', 8.258796691894531, 0.22045094586303524), ('were', 4.852255821228027, 0.007309203677121587), ('are', 5.134486198425293, 0.009692619396476126)]"
meta-llama/Llama-3.2-1B,"Today, in 1973, literature", was,"[('was', 9.361028671264648, 0.6694052101201885), ('will', 7.503105163574219, 0.1044246819158933), ('is', 8.193668365478516, 0.20831039817116812), ('were', 4.932910919189453, 0.007990647696948738), ('are', 5.144043922424316, 0.009869062095801387)]"
meta-llama/Llama-3.2-1B,"Today, in 1974, literature", was,"[('was', 9.296294212341309, 0.6473939830363787), ('will', 7.482562065124512, 0.10555402426488307), ('is', 8.246651649475098, 0.2266285842079728), ('were', 4.982118606567383, 0.00866056048517394), ('are', 5.288285255432129, 0.011762848005591436)]"
meta-llama/Llama-3.2-1B,"Today, in 1975, literature", was,"[('was', 9.321343421936035, 0.628964905299898), ('will', 7.685248851776123, 0.12248405895631882), ('is', 8.319391250610352, 0.23093199872780082), ('were', 4.8365960121154785, 0.007094558281005723), ('are', 5.230971813201904, 0.010524478734976734)]"
meta-llama/Llama-3.2-1B,"Today, in 1976, literature", was,"[('was', 9.195473670959473, 0.6232528704766717), ('will', 7.634942531585693, 0.1308983658234395), ('is', 8.195068359375, 0.2291890059124853), ('were', 4.669804573059082, 0.006748250122409892), ('are', 5.05421781539917, 0.00991150766499358)]"
meta-llama/Llama-3.2-1B,"Today, in 1977, literature", was,"[('was', 9.220579147338867, 0.6308957696550598), ('will', 7.564699172973633, 0.12045312724466266), ('is', 8.212488174438477, 0.2302232967078555), ('were', 4.793961048126221, 0.007542265242105904), ('are', 5.160873889923096, 0.010885541150316199)]"
meta-llama/Llama-3.2-1B,"Today, in 1978, literature", was,"[('was', 9.202361106872559, 0.6352400568688977), ('will', 7.490842819213867, 0.11471888782435072), ('is', 8.190433502197266, 0.2309209317405027), ('were', 4.789719581604004, 0.007701086667081597), ('are', 5.183640003204346, 0.0114190368991673)]"
meta-llama/Llama-3.2-1B,"Today, in 1979, literature", was,"[('was', 9.20634651184082, 0.6224285935941949), ('will', 7.61785364151001, 0.1271205745982374), ('is', 8.220538139343262, 0.23225143124088587), ('were', 4.790162086486816, 0.007519085242812854), ('are', 5.141119956970215, 0.010680315323868974)]"
meta-llama/Llama-3.2-1B,"Today, in 1980, literature", was,"[('was', 9.28703498840332, 0.6023095073128577), ('will', 7.8279876708984375, 0.14001143914254732), ('is', 8.360052108764648, 0.23836153252144432), ('were', 4.882214546203613, 0.007359198318840936), ('are', 5.3676910400390625, 0.011958322704309514)]"
meta-llama/Llama-3.2-1B,"Today, in 1981, literature", was,"[('was', 9.220108032226562, 0.6193547402051587), ('will', 7.667825698852539, 0.13115710259434507), ('is', 8.228758811950684, 0.2298274877452739), ('were', 4.888491630554199, 0.008142211228478587), ('are', 5.23538064956665, 0.011518458226743586)]"
meta-llama/Llama-3.2-1B,"Today, in 1982, literature", was,"[('was', 9.293028831481934, 0.6288743194088637), ('will', 7.68860387802124, 0.12640695110427222), ('is', 8.268732070922852, 0.2257966162543613), ('were', 4.934240341186523, 0.008045741427856992), ('are', 5.235690116882324, 0.010876371804645828)]"
meta-llama/Llama-3.2-1B,"Today, in 1983, literature", was,"[('was', 9.238164901733398, 0.6318666638296957), ('will', 7.657225131988525, 0.130026545685469), ('is', 8.17927074432373, 0.21915609522942264), ('were', 4.882659912109375, 0.008110612645922577), ('are', 5.172737121582031, 0.010840082609490091)]"
meta-llama/Llama-3.2-1B,"Today, in 1984, literature", was,"[('was', 9.335397720336914, 0.6328282638966763), ('will', 7.750180721282959, 0.12966861508757943), ('is', 8.269004821777344, 0.21784987564052333), ('were', 5.05051851272583, 0.00871738992565065), ('are', 5.27724552154541, 0.01093585544957011)]"
meta-llama/Llama-3.2-1B,"Today, in 1985, literature", was,"[('was', 9.247932434082031, 0.6035805126414209), ('will', 7.814633369445801, 0.14396646298537533), ('is', 8.294323921203613, 0.23258853035576416), ('were', 4.9190874099731445, 0.007956859740400982), ('are', 5.322232723236084, 0.011907634277038798)]"
meta-llama/Llama-3.2-1B,"Today, in 1986, literature", was,"[('was', 9.232627868652344, 0.6061571024385717), ('will', 7.8018479347229, 0.1449457107207742), ('is', 8.264198303222656, 0.23014502000519882), ('were', 4.867334365844727, 0.0077048168222715084), ('are', 5.227679252624512, 0.011047350013183847)]"
meta-llama/Llama-3.2-1B,"Today, in 1987, literature", was,"[('was', 9.25086498260498, 0.6188734122216537), ('will', 7.732187271118164, 0.1355340684785937), ('is', 8.245559692382812, 0.22646614371262616), ('were', 4.892223834991455, 0.007918957754214587), ('are', 5.239540100097656, 0.01120741783291166)]"
meta-llama/Llama-3.2-1B,"Today, in 1988, literature", was,"[('was', 9.273439407348633, 0.6205251887108676), ('will', 7.723337650299072, 0.1316918127601969), ('is', 8.273862838745117, 0.22837514039010176), ('were', 4.921117782592773, 0.00799042998145378), ('are', 5.278014183044434, 0.01141742815738001)]"
meta-llama/Llama-3.2-1B,"Today, in 1989, literature", was,"[('was', 9.30528450012207, 0.6254434325832701), ('will', 7.728236198425293, 0.12920658901319976), ('is', 8.296955108642578, 0.2281792487531238), ('were', 4.854221343994141, 0.00729652154692817), ('are', 5.156749725341797, 0.009874208103478305)]"
meta-llama/Llama-3.2-1B,"Today, in 1990, literature", was,"[('was', 9.195211410522461, 0.5885547905431437), ('will', 7.805305480957031, 0.14660825460051707), ('is', 8.309234619140625, 0.2426677522344548), ('were', 4.956281661987305, 0.008488737423187826), ('are', 5.4335103034973145, 0.013680465198696529)]"
meta-llama/Llama-3.2-1B,"Today, in 1991, literature", was,"[('was', 9.268487930297852, 0.6222895038751958), ('will', 7.703128814697266, 0.13006655866556446), ('is', 8.261734008789062, 0.22738656604690222), ('were', 4.980917453765869, 0.008549176377889893), ('are', 5.2953715324401855, 0.011708195034447906)]"
meta-llama/Llama-3.2-1B,"Today, in 1992, literature", was,"[('was', 9.290421485900879, 0.6306650481810626), ('will', 7.69890022277832, 0.12841325673277534), ('is', 8.243964195251465, 0.2214767469316622), ('were', 4.957557678222656, 0.008280564040853727), ('are', 5.256375312805176, 0.011164384113646128)]"
meta-llama/Llama-3.2-1B,"Today, in 1993, literature", was,"[('was', 9.218785285949707, 0.6355258064799693), ('will', 7.584439277648926, 0.1239783172781753), ('is', 8.15146255493164, 0.21857516652602008), ('were', 4.98957633972168, 0.009255738631250161), ('are', 5.303172588348389, 0.012664971084585148)]"
meta-llama/Llama-3.2-1B,"Today, in 1994, literature", was,"[('was', 9.239163398742676, 0.6318682121762078), ('will', 7.598297119140625, 0.1224636887605276), ('is', 8.194347381591797, 0.22226377010754866), ('were', 5.094110488891602, 0.010010433884711385), ('are', 5.385281562805176, 0.013393895071004466)]"
meta-llama/Llama-3.2-1B,"Today, in 1995, literature", was,"[('was', 9.25309944152832, 0.6259048009239954), ('will', 7.670780181884766, 0.12862214848435785), ('is', 8.220155715942383, 0.22279555533921144), ('were', 5.063385009765625, 0.009482840029492167), ('are', 5.393712997436523, 0.013194655222943068)]"
meta-llama/Llama-3.2-1B,"Today, in 1996, literature", was,"[('was', 9.231538772583008, 0.6126129560225604), ('will', 7.733435153961182, 0.13695189390574902), ('is', 8.241212844848633, 0.22755851535679175), ('were', 5.06956672668457, 0.009542555269139701), ('are', 5.404128551483154, 0.013334079445759005)]"
meta-llama/Llama-3.2-1B,"Today, in 1997, literature", was,"[('was', 9.271326065063477, 0.6144675965899207), ('will', 7.737551212310791, 0.13255283802997886), ('is', 8.282471656799316, 0.22858354976968998), ('were', 5.12216854095459, 0.009694887378391498), ('are', 5.538494110107422, 0.014701128232018976)]"
meta-llama/Llama-3.2-1B,"Today, in 1998, literature", was,"[('was', 9.242094993591309, 0.5972439103166551), ('will', 7.778408050537109, 0.1381912571311339), ('is', 8.328496932983398, 0.23954170357185636), ('were', 5.111128807067871, 0.009596125309687144), ('are', 5.585888862609863, 0.01542700367066753)]"
meta-llama/Llama-3.2-1B,"Today, in 1999, literature", was,"[('was', 9.289262771606445, 0.5944116263884603), ('will', 7.889583587646484, 0.1466271351910206), ('is', 8.361105918884277, 0.2349599796695322), ('were', 5.122700214385986, 0.009216630321407609), ('are', 5.595278739929199, 0.014784628429579182)]"
meta-llama/Llama-3.2-1B,"Today, in 2000, literature", was,"[('was', 9.124486923217773, 0.5346133677758743), ('will', 7.934992790222168, 0.16272304993653164), ('is', 8.452180862426758, 0.2729361125388002), ('were', 5.122311592102051, 0.009770508164731923), ('are', 5.836521148681641, 0.019956961584062183)]"
meta-llama/Llama-3.2-1B,"Today, in 2001, literature", was,"[('was', 9.177258491516113, 0.5542399660145363), ('will', 7.9579267501831055, 0.16373774029448718), ('is', 8.399897575378418, 0.2547383216040822), ('were', 5.1209917068481445, 0.00959585236638356), ('are', 5.732553958892822, 0.017688119720510667)]"
meta-llama/Llama-3.2-1B,"Today, in 2002, literature", was,"[('was', 9.134063720703125, 0.5366946425413283), ('will', 8.01666259765625, 0.17556830577220067), ('is', 8.408166885375977, 0.2597013875587005), ('were', 5.022214889526367, 0.008789698983138557), ('are', 5.805935859680176, 0.01924596514463198)]"
meta-llama/Llama-3.2-1B,"Today, in 2003, literature", was,"[('was', 9.170557022094727, 0.5665316172296442), ('will', 7.932886600494385, 0.16432767764625125), ('is', 8.320014953613281, 0.24201284952443822), ('were', 5.009245872497559, 0.008830589212214867), ('are', 5.737775802612305, 0.01829726638745161)]"
meta-llama/Llama-3.2-1B,"Today, in 2004, literature", was,"[('was', 9.220584869384766, 0.5549368891653349), ('will', 8.033354759216309, 0.1692918729075072), ('is', 8.419379234313965, 0.24904877454623645), ('were', 5.036717414855957, 0.008456936054632866), ('are', 5.806746006011963, 0.018265527326288777)]"
meta-llama/Llama-3.2-1B,"Today, in 2005, literature", was,"[('was', 9.23719596862793, 0.5344539036600376), ('will', 8.129508018493652, 0.1765417751250842), ('is', 8.526233673095703, 0.26250842827505405), ('were', 5.006635665893555, 0.0077732253563765315), ('are', 5.885685443878174, 0.018722667583447546)]"
meta-llama/Llama-3.2-1B,"Today, in 2006, literature", was,"[('was', 9.170011520385742, 0.49057607623331567), ('will', 8.281017303466797, 0.20166061273457764), ('is', 8.613208770751953, 0.28111887334654195), ('were', 4.922534465789795, 0.007015368985955896), ('are', 5.951442718505859, 0.01962906869960877)]"
meta-llama/Llama-3.2-1B,"Today, in 2007, literature", is,"[('was', 9.115690231323242, 0.4613111031545667), ('will', 8.38711166381836, 0.22262619114268548), ('is', 8.650505065917969, 0.28971204868936173), ('were', 4.793587684631348, 0.006122497569421363), ('are', 5.9886932373046875, 0.020228159443964888)]"
meta-llama/Llama-3.2-1B,"Today, in 2008, literature", is,"[('was', 9.051223754882812, 0.4389821066475265), ('will', 8.414854049682617, 0.23231377763904393), ('is', 8.693191528320312, 0.3068706816203761), ('were', 4.469863414764404, 0.004495596278179993), ('are', 5.8196563720703125, 0.017337837814873486)]"
meta-llama/Llama-3.2-1B,"Today, in 2009, literature", is,"[('was', 8.925127029418945, 0.39024539071873776), ('will', 8.511921882629395, 0.2581576904319345), ('is', 8.751290321350098, 0.32797554253379513), ('were', 4.390777111053467, 0.00418884831024591), ('are', 5.925299644470215, 0.019432528005286782)]"
meta-llama/Llama-3.2-1B,"Today, in 2010, literature", is,"[('was', 8.798871040344238, 0.37836731018594744), ('will', 8.422972679138184, 0.25981428378911253), ('is', 8.683116912841797, 0.33700956622421147), ('were', 4.339212417602539, 0.004376314015576946), ('are', 5.880133628845215, 0.020432525785151635)]"
meta-llama/Llama-3.2-1B,"Today, in 2011, literature", is,"[('was', 8.702820777893066, 0.33333179269196006), ('will', 8.584244728088379, 0.2960600539093314), ('is', 8.745256423950195, 0.3477813627724904), ('were', 4.135562419891357, 0.0034621161645934178), ('are', 5.857132911682129, 0.019364674461624758)]"
meta-llama/Llama-3.2-1B,"Today, in 2012, literature", is,"[('was', 8.662334442138672, 0.31301485966323767), ('will', 8.634095191955566, 0.30429919582430087), ('is', 8.808355331420898, 0.36222716899208623), ('were', 3.979745626449585, 0.002896959818597145), ('are', 5.781810760498047, 0.017561815701778245)]"
meta-llama/Llama-3.2-1B,"Today, in 2013, literature", is,"[('was', 8.587416648864746, 0.3007245691044066), ('will', 8.594134330749512, 0.3027515417506605), ('is', 8.807968139648438, 0.3749326027459259), ('were', 3.9089503288269043, 0.0027947103590358676), ('are', 5.814896583557129, 0.018796576039971112)]"
meta-llama/Llama-3.2-1B,"Today, in 2014, literature", is,"[('was', 8.501518249511719, 0.2773877647976217), ('will', 8.58601188659668, 0.30184391236170643), ('is', 8.866188049316406, 0.3994490409500405), ('were', 3.754079818725586, 0.0024060297187483283), ('are', 5.815964698791504, 0.018913252171883284)]"
meta-llama/Llama-3.2-1B,"Today, in 2015, literature", is,"[('was', 8.576925277709961, 0.28733415897872505), ('will', 8.608931541442871, 0.29667940733240494), ('is', 8.896968841552734, 0.39571308637891417), ('were', 3.7968571186065674, 0.002412292876787324), ('are', 5.7989020347595215, 0.017861054433168492)]"
meta-llama/Llama-3.2-1B,"Today, in 2016, literature", is,"[('was', 8.538525581359863, 0.26936059611715013), ('will', 8.61826229095459, 0.29171803364352034), ('is', 8.982831954956055, 0.42004311532049937), ('were', 3.6669399738311768, 0.0020636275492861103), ('are', 5.764723777770996, 0.016814627369543835)]"
meta-llama/Llama-3.2-1B,"Today, in 2017, literature", is,"[('was', 8.367995262145996, 0.23220970105531957), ('will', 8.565221786499023, 0.28283604164948845), ('is', 9.061714172363281, 0.46468500037423727), ('were', 3.5215983390808105, 0.0018243867883776174), ('are', 5.835140705108643, 0.01844487013257713)]"
meta-llama/Llama-3.2-1B,"Today, in 2018, literature", is,"[('was', 8.250555038452148, 0.2150908455083794), ('will', 8.482048988342285, 0.27111807470876625), ('is', 9.082076072692871, 0.49402272115590234), ('were', 3.3320212364196777, 0.0015722798096053008), ('are', 5.78070068359375, 0.018196078817346695)]"
meta-llama/Llama-3.2-1B,"Today, in 2019, literature", is,"[('was', 8.294694900512695, 0.2091941217756252), ('will', 8.545351028442383, 0.2687868701099449), ('is', 9.169004440307617, 0.5014842358971965), ('were', 3.354769229888916, 0.0014968111760599724), ('are', 5.897867202758789, 0.01903796104117351)]"
meta-llama/Llama-3.2-1B,"Today, in 2020, literature", is,"[('was', 8.415831565856934, 0.2476920481297635), ('will', 8.261899948120117, 0.21235398343816655), ('is', 9.163346290588379, 0.5230624990016859), ('were', 3.2466697692871094, 0.0014092031976169288), ('are', 5.643340587615967, 0.015482266232766998)]"
meta-llama/Llama-3.2-1B,"Today, in 2021, literature", is,"[('was', 8.230191230773926, 0.19984628123557266), ('will', 8.461908340454102, 0.25195880121060266), ('is', 9.204279899597168, 0.5293432811301816), ('were', 3.2684736251831055, 0.0013991023768746833), ('are', 5.79212760925293, 0.017452534046768477)]"
meta-llama/Llama-3.2-1B,"Today, in 2022, literature", is,"[('was', 8.160252571105957, 0.19389986992919836), ('will', 8.325831413269043, 0.22881658267314808), ('is', 9.222015380859375, 0.5606544158543774), ('were', 3.0419211387634277, 0.0011606851288581718), ('are', 5.631712913513184, 0.015468446414417924)]"
meta-llama/Llama-3.2-1B,"Today, in 2023, literature", is,"[('was', 8.036920547485352, 0.1683682627133548), ('will', 8.566601753234863, 0.2859551058937172), ('is', 9.183089256286621, 0.529706102497016), ('were', 2.8547706604003906, 0.000945542665844517), ('are', 5.620481491088867, 0.015024986230067676)]"
meta-llama/Llama-3.2-1B,"Today, in 2024, literature", will,"[('was', 7.977922439575195, 0.06827114773503279), ('will', 10.431793212890625, 0.7942180266473657), ('is', 8.633071899414062, 0.13145133444193635), ('were', 3.1119742393493652, 0.0005259963753525279), ('are', 5.465254783630371, 0.005533494800312806)]"
meta-llama/Llama-3.2-1B,"Today, in 2025, literature", will,"[('was', 7.999114990234375, 0.061550491206432814), ('will', 10.534461975097656, 0.7768170129553064), ('is', 8.930006980895996, 0.1561394977259496), ('were', 3.1869332790374756, 0.000500411820788211), ('are', 5.487211227416992, 0.004992586291522974)]"
meta-llama/Llama-3.2-1B,"Today, in 2026, literature", will,"[('was', 7.942645072937012, 0.08324564281887502), ('will', 10.109249114990234, 0.7266172287948415), ('is', 8.735108375549316, 0.18387553556789105), ('were', 3.187375545501709, 0.0007164307129692724), ('are', 5.2337751388549805, 0.005545162105423339)]"
meta-llama/Llama-3.2-1B,"Today, in 2027, literature", is,"[('was', 7.920209884643555, 0.1109425504127925), ('will', 9.59848403930664, 0.5942420085226873), ('is', 8.8671236038208, 0.2859812424009877), ('were', 3.1002464294433594, 0.0008949826452127961), ('are', 5.2830119132995605, 0.007939216018319777)]"
meta-llama/Llama-3.2-1B,"Today, in 2028, literature", is,"[('was', 8.098085403442383, 0.16192608912491863), ('will', 9.25196361541748, 0.513380971023369), ('is', 8.759778022766113, 0.3138240914067279), ('were', 3.171612024307251, 0.001174293408237633), ('are', 5.282509803771973, 0.009694555036746828)]"
meta-llama/Llama-3.2-1B,"Today, in 2029, literature", is,"[('was', 8.272970199584961, 0.17183722507589688), ('will', 9.315092086791992, 0.48719748298519716), ('is', 8.927335739135742, 0.33060132804026593), ('were', 3.3720245361328125, 0.0012783906720692177), ('are', 5.333110332489014, 0.009085573226570862)]"
meta-llama/Llama-3.2-1B,"Today, in 2030, literature", will,"[('was', 8.162952423095703, 0.048134035681984266), ('will', 10.997888565063477, 0.8196895503047062), ('is', 9.137652397155762, 0.12757309615190285), ('were', 3.46097469329834, 0.0004369274131204923), ('are', 5.716012954711914, 0.004166390448285988)]"
meta-llama/Llama-3.2-1B,"Today, in 2031, literature", is,"[('was', 8.389457702636719, 0.14590499729927214), ('will', 9.783449172973633, 0.5881295088638356), ('is', 8.950448989868164, 0.25568519831689546), ('were', 3.63356351852417, 0.0012549070704184816), ('are', 5.60654354095459, 0.00902538844957828)]"
meta-llama/Llama-3.2-1B,"Today, in 2032, literature", is,"[('was', 8.435452461242676, 0.1351825640666898), ('will', 9.931001663208008, 0.6031557126069408), ('is', 9.059288024902344, 0.25226036660698453), ('were', 3.6002731323242188, 0.0010740610761249283), ('are', 5.648365020751953, 0.008327295643259989)]"
meta-llama/Llama-3.2-1B,"Today, in 2033, literature", is,"[('was', 8.476337432861328, 0.16197271749629685), ('will', 9.630302429199219, 0.5135733728389867), ('is', 9.137378692626953, 0.3137100558466819), ('were', 3.553210496902466, 0.0011785689810145494), ('are', 5.647049903869629, 0.009565284837020025)]"
meta-llama/Llama-3.2-1B,"Today, in 2034, literature", is,"[('was', 8.431389808654785, 0.1541608686215668), ('will', 9.672399520874023, 0.5332585392692337), ('is', 9.106101989746094, 0.3026898971624626), ('were', 3.5281801223754883, 0.0011442929923455583), ('are', 5.56203556060791, 0.008746401954391476)]"
meta-llama/Llama-3.2-1B,"Today, in 2035, literature", is,"[('was', 8.071023941040039, 0.0853338080979987), ('will', 10.12200927734375, 0.663518048756454), ('is', 9.123435974121094, 0.2444431465738436), ('were', 3.2290635108947754, 0.000673417550079354), ('are', 5.421462059020996, 0.006031579021624133)]"
meta-llama/Llama-3.2-1B,"Today, in 2036, literature", is,"[('was', 8.183568000793457, 0.10397118594310854), ('will', 10.019136428833008, 0.6517638027383609), ('is', 9.01259994506836, 0.23820835855320935), ('were', 3.117164134979248, 0.0006555438625971054), ('are', 5.226058483123779, 0.005401108902724073)]"
meta-llama/Llama-3.2-1B,"Today, in 2037, literature", is,"[('was', 7.939786434173584, 0.10992938288623054), ('will', 9.681389808654785, 0.6273104542021928), ('is', 8.783182144165039, 0.25550293474738844), ('were', 3.1063313484191895, 0.0008749251843528478), ('are', 5.093477249145508, 0.0063823029798352315)]"
meta-llama/Llama-3.2-1B,"Today, in 2038, literature", will,"[('was', 7.720372200012207, 0.05592486394522986), ('will', 10.340269088745117, 0.7680892699436284), ('is', 8.843210220336914, 0.1718886863443209), ('were', 2.739403009414673, 0.0003840586068510613), ('are', 5.008235931396484, 0.0037131211599696176)]"
meta-llama/Llama-3.2-1B,"Today, in 2039, literature", is,"[('was', 8.223604202270508, 0.12638929829741968), ('will', 9.747859001159668, 0.5803443368762573), ('is', 9.036280632019043, 0.28487293607175385), ('were', 3.3112151622772217, 0.0009295801678008461), ('are', 5.394308567047119, 0.007463848586768316)]"
meta-llama/Llama-3.2-1B,"Today, in 2040, literature", is,"[('was', 8.292828559875488, 0.10741507159002707), ('will', 10.08033561706543, 0.6417556095909204), ('is', 9.108648300170898, 0.24286852411720367), ('were', 3.4067063331604004, 0.0008110531236665001), ('are', 5.58320426940918, 0.007149741578182501)]"
meta-llama/Llama-3.2-1B,"Today, in 2041, literature", is,"[('was', 8.46020221710205, 0.16874630696205004), ('will', 9.646915435791016, 0.5528626861426155), ('is', 8.925383567810059, 0.268695238659483), ('were', 3.603425979614258, 0.0013120885850768536), ('are', 5.45809268951416, 0.008383679650774477)]"
meta-llama/Llama-3.2-1B,"Today, in 2042, literature", is,"[('was', 8.493310928344727, 0.13435952047664443), ('will', 10.008451461791992, 0.6113439492853227), ('is', 9.101263999938965, 0.24677383450508583), ('were', 3.5028722286224365, 0.0009140047561019742), ('are', 5.48117733001709, 0.0066086909768449985)]"
meta-llama/Llama-3.2-1B,"Today, in 2043, literature", is,"[('was', 8.59637451171875, 0.1665248351960451), ('will', 9.76434326171875, 0.5354530487468884), ('is', 9.150842666625977, 0.2899222007001596), ('were', 3.514460563659668, 0.0010337888110311438), ('are', 5.436542510986328, 0.0070661265458758366)]"
meta-llama/Llama-3.2-1B,"Today, in 2044, literature", is,"[('was', 8.551092147827148, 0.17228623760992434), ('will', 9.676579475402832, 0.5309376494448632), ('is', 9.066116333007812, 0.2883518543511681), ('were', 3.4493157863616943, 0.0010485213193030592), ('are', 5.400130748748779, 0.007375737274741236)]"
meta-llama/Llama-3.2-1B,"Today, in 2045, literature", is,"[('was', 8.215042114257812, 0.11415514360009554), ('will', 9.904817581176758, 0.6185227037312184), ('is', 9.03679370880127, 0.25964362728660073), ('were', 3.416321277618408, 0.0009406704580955676), ('are', 5.385225296020508, 0.006737854923989666)]"
meta-llama/Llama-3.2-1B,"Today, in 2046, literature", will,"[('was', 8.457962036132812, 0.12225014412904905), ('will', 10.145886421203613, 0.661158561545942), ('is', 8.994767189025879, 0.20911293402592404), ('were', 3.7577991485595703, 0.0011117178368063353), ('are', 5.502964973449707, 0.0063666424622786325)]"
meta-llama/Llama-3.2-1B,"Today, in 2047, literature", is,"[('was', 8.267955780029297, 0.13644947826937415), ('will', 9.760398864746094, 0.6069203165718727), ('is', 8.86631965637207, 0.24822070747404343), ('were', 3.5669941902160645, 0.001239853011813812), ('are', 5.321857452392578, 0.007169644672895844)]"
meta-llama/Llama-3.2-1B,"Today, in 2048, literature", will,"[('was', 8.546795845031738, 0.0906388458746866), ('will', 10.643088340759277, 0.7374331052084131), ('is', 9.162044525146484, 0.16769243603792885), ('were', 3.328505754470825, 0.0004909528388658421), ('are', 5.360243797302246, 0.003744660040105646)]"
